TIME, AC_FREQ_1, AC_FREQ_2, AC_FREQ_3, AC_IRMS_1, AC_IRMS_2, AC_IRMS_3, AC_PF_1, AC_PF_2, AC_PF_3, AC_P_1, AC_P_2, AC_P_3, AC_Q_1, AC_Q_2, AC_Q_3, AC_S_1, AC_S_2, AC_S_3, AC_VRMS_1, AC_VRMS_2, AC_VRMS_3, DC_I, DC_P, DC_V, SC_TRIG
0.30048, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010681000000002869, 0.0029779999999994438, 0.016505999999997016, nan, nan, nan, 0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22914, 9615.25, 413.98199999999997,0.0
1.02452, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010681000000010767, 0.002977999999997669, 0.016505999999996968, nan, nan, nan, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.2346, 9612.969000000001, 413.97835,0.0
1.70588, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010681000000010767, 0.002978000000004751, 0.016506000000037956, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22805, 9616.822, 413.9807,0.0
2.40444, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999979022, 0.0029780000000047854, 0.016506000000038153, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22316, 9615.219000000001, 413.981,0.0
3.1322400000000004, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999979022, 0.0029780000000047854, 0.016506000000037956, nan, nan, nan, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.234050000000003, 9617.911, 413.9778,0.0
3.8528000000000002, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999979022, 0.0029779999999905524, 0.016506000000037956, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.2357, 9614.599, 413.9822,0.0
4.58288, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010681000000042514, 0.0029779999999905524, 0.016506000000037956, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22446, 9615.231, 413.9769,0.0
5.277200000000001, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010681000000042514, 0.0029779999999905524, 0.016506000000037956, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22531, 9614.797999999999, 413.978,0.0
5.9750000000000005, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010681000000042514, 0.0029779999999905524, 0.016506000000037956, nan, nan, nan, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22745, 9616.228, 413.9781,0.0
6.677600000000001, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010681000000042514, 0.0029779999999905524, 0.016506000000037956, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22585, 9614.425, 413.9812,0.0
7.41612, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010681000000042514, 0.0029779999999905524, 0.01650599999987361, nan, nan, nan, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.2334, 9616.626, 413.97895,0.0
8.1202, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.01068100000004282, 0.0029779999999905524, 0.0165059999998744, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.23162, 9614.812, 413.98040000000003,0.0
8.858, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999916441, 0.002977999999990689, 0.0165059999998744, nan, nan, nan, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.23134, 9615.178, 413.9779,0.0
9.527600000000001, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999915832, 0.0029779999999905524, 0.0165059999998744, nan, nan, nan, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22157, 9612.343, 413.97795,0.0
10.217440000000002, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999915832, 0.002977999999990689, 0.01650599999987361, nan, nan, nan, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22802, 9616.454, 413.97580000000005,0.0
10.937240000000001, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999915832, 0.0029779999999905524, 0.0165059999998744, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22627, 9615.528999999999, 413.9778,0.0
11.678040000000001, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999915832, 0.0029779999999905524, 0.0165059999998744, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22611, 9615.505000000001, 413.97985,0.0
12.38784, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999915832, 0.0029779999999905524, 0.01650599999987361, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22786, 9618.689, 413.97685,0.0
13.107400000000002, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999916441, 0.002977999999990689, 0.0165059999998744, nan, nan, nan, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.23135, 9618.551, 413.97625,0.0
13.78424, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999915832, 0.0029780000000473477, 0.01650599999987361, nan, nan, nan, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.228450000000002, 9615.971, 413.9756,0.0
14.480080000000001, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999916441, 0.0029780000000476205, 0.0165060000002023, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.2196, 9617.402, 413.97895,0.0
15.181400000000002, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999916441, 0.0029780000000476205, 0.016506000000203875, nan, nan, nan, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.222839999999998, 9616.867, 413.97815,0.0
15.9182, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999915832, 0.0029780000000473477, 0.0165060000002023, nan, nan, nan, 0.0, 0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.21855, 9615.23, 413.98199999999997,0.0
16.64, 60.00000000000001, 60.00000000000001, 60.00000000000001, 0.010680999999914615, 0.0029780000000473477, 0.0165060000002023, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.22545, 9613.287, 413.97685,0.0
